ProductID;LastYear;Zip;Units;Revenue;Country;Date
728;15/01/2006;R3G;1;629.475;Canada;15/01/2007
757;15/01/2006;R3G;1;839.475;Canada;15/01/2007
1956;15/02/2006;R3G;2;307.545;Canada;15/02/2007
606;15/02/2006;R3G;1;3.147.375;Canada;15/02/2007
754;15/02/2006;R3G;1;2.440.725;Canada;15/02/2007
2235;15/02/2006;R3G;1;655.725;Canada;15/02/2007
658;15/03/2006;R3G;1;9.027.375;Canada;15/03/2007
758;15/01/2006;M5P;1;839.475;Canada;15/01/2007
1110;15/01/2006;M5P;1;2.099.475;Canada;15/01/2007
663;15/01/2006;M5P;1;765.45;Canada;15/01/2007
727;15/01/2006;M5P;1;629.475;Canada;15/01/2007
2277;15/03/2006;M5P;1;2.519.475;Canada;15/03/2007
1109;15/01/2006;M5P;1;2.099.475;Canada;15/01/2007
1120;15/01/2006;R3V;1;1.731.975;Canada;15/01/2007
786;31/05/2009;R3V;1;681.975;Canada;31/05/2010
2380;31/05/2009;R3V;1;2.939.475;Canada;31/05/2010
1990;15/01/2006;R3V;1;2.571.975;Canada;15/01/2007
1066;15/02/2006;R3V;1;2.965.725;Canada;15/02/2007
1426;15/01/2006;M5R;1;286.02;Canada;15/01/2007
2064;15/02/2006;M5R;1;4.881.975;Canada;15/02/2007
796;15/03/2006;M5R;1;2.755.725;Canada;15/03/2007
1894;15/01/2006;M6G;1;6.822.375;Canada;15/01/2007
2234;15/01/2006;M6G;1;655.725;Canada;15/01/2007
599;15/02/2006;M6G;1;7.536.375;Canada;15/02/2007
475;15/01/2006;M6G;1;970.2;Canada;15/01/2007
550;15/03/2006;M6G;1;4.039.875;Canada;15/03/2007
1974;15/01/2006;R3S;1;524.475;Canada;15/01/2007
2234;15/01/2006;R3N;1;655.725;Canada;15/01/2007
2254;15/01/2006;R3N;1;576.975;Canada;15/01/2007
990;15/02/2006;R3N;1;4.724.475;Canada;15/02/2007
2234;15/01/2006;L5P;2;131.145;Canada;15/01/2007
1517;15/01/2006;L5P;1;141.645;Canada;15/01/2007
658;31/05/2009;L5P;1;9.079.875;Canada;31/05/2010
769;15/02/2006;L5P;1;2.571.975;Canada;15/02/2007
491;15/01/2006;L5P;1;815.325;Canada;15/01/2007
979;31/05/2009;L5P;1;3.936.975;Canada;31/05/2010
770;15/02/2006;L5P;1;2.571.975;Canada;15/02/2007
901;15/02/2006;L5P;1;4.094.475;Canada;15/02/2007
491;15/03/2006;L5P;1;815.325;Canada;15/03/2007
2255;15/01/2006;M6H;2;115.395;Canada;15/01/2007
990;09/04/2010;M6H;1;4.409.475;Canada;09/04/2011
989;15/02/2006;M6H;1;4.671.975;Canada;15/02/2007
1975;15/02/2006;M6H;1;524.475;Canada;15/02/2007
2388;15/03/2006;M6H;1;3.096.975;Canada;15/03/2007
2254;15/01/2006;M6H;2;115.395;Canada;15/01/2007
93;06/06/2009;M6H;1;1039.5;Canada;06/06/2010
609;15/03/2006;M6H;1;7.788.375;Canada;15/03/2007
604;15/01/2006;L5R;1;4.617.375;Canada;15/01/2007
443;04/06/2009;L5R;1;828.975;Canada;04/06/2010
2012;15/03/2006;L5R;1;3.779.475;Canada;15/03/2007
992;15/01/2006;L5R;1;2.886.975;Canada;15/01/2007
2353;31/05/2009;L5R;1;4.146.975;Canada;31/05/2010
609;15/01/2006;R3X;1;7.788.375;Canada;15/01/2007
767;15/01/2006;R3X;1;1.049.475;Canada;15/01/2007
2331;15/02/2006;R3X;1;5.354.475;Canada;15/02/2007
2055;31/05/2009;R3X;1;5.695.725;Canada;31/05/2010
2331;31/05/2009;R3X;1;5.406.975;Canada;31/05/2010
768;15/01/2006;R3X;1;1.049.475;Canada;15/01/2007
823;15/02/2006;R3X;1;6.194.475;Canada;15/02/2007
631;15/01/2006;M7Y;1;3.462.375;Canada;15/01/2007
1014;15/01/2006;M7Y;1;865.725;Canada;15/01/2007
195;15/01/2006;M7Y;1;750.225;Canada;15/01/2007
726;15/02/2006;M7Y;1;1.154.475;Canada;15/02/2007
550;15/02/2006;M7Y;1;4.039.875;Canada;15/02/2007
936;15/03/2006;M7Y;1;4.986.975;Canada;15/03/2007
901;15/02/2006;M7Y;1;4.094.475;Canada;15/02/2007
2016;15/02/2006;M7Y;1;2.991.975;Canada;15/02/2007
740;15/01/2006;M4V;1;1.705.725;Canada;15/01/2007
1229;15/01/2006;M4V;1;2.361.975;Canada;15/01/2007
838;15/01/2006;M4V;1;9.449.475;Canada;15/01/2007
2255;15/02/2006;M4V;1;576.975;Canada;15/02/2007
753;15/01/2006;R3H;1;2.440.725;Canada;15/01/2007
762;10/04/2010;R3H;1;1.731.975;Canada;10/04/2011
727;15/01/2006;R3H;1;681.975;Canada;15/01/2007
725;15/02/2006;R3H;1;1.154.475;Canada;15/02/2007
1329;15/02/2006;R3H;1;92.82;Canada;15/02/2007
1960;15/03/2006;R3H;1;970.725;Canada;15/03/2007
1066;15/03/2006;R3H;1;2.965.725;Canada;15/03/2007
1975;15/03/2006;R3H;1;524.475;Canada;15/03/2007
604;15/01/2006;R3H;1;4.617.375;Canada;15/01/2007
1086;05/06/2009;R3H;1;84;Canada;05/06/2010
467;05/06/2009;R3H;1;9.006.375;Canada;05/06/2010
1085;05/06/2009;R3H;1;84;Canada;05/06/2010
2407;15/02/2006;R3H;1;734.475;Canada;15/02/2007
726;15/02/2006;R3H;1;1.154.475;Canada;15/02/2007
1330;15/02/2006;R3H;1;92.82;Canada;15/02/2007
599;15/03/2006;R3H;1;7.536.375;Canada;15/03/2007
758;15/01/2006;K1N;1;839.475;Canada;15/01/2007
757;15/01/2006;K1N;1;839.475;Canada;15/01/2007
2255;15/02/2006;K1N;1;576.975;Canada;15/02/2007
599;15/01/2006;K1N;1;7.536.375;Canada;15/01/2007
2254;15/02/2006;K1N;1;576.975;Canada;15/02/2007
767;15/01/2006;R3W;1;1.049.475;Canada;15/01/2007
768;15/01/2006;R3W;1;1.049.475;Canada;15/01/2007
726;31/05/2009;R3W;1;1.206.975;Canada;31/05/2010
914;15/02/2006;R3W;1;5.774.475;Canada;15/02/2007
1111;15/01/2006;M5X;1;1.164.975;Canada;15/01/2007
2388;15/03/2006;M5X;1;3.096.975;Canada;15/03/2007
1926;31/05/2009;M5X;1;996.975;Canada;31/05/2010
2234;15/01/2006;M5X;1;655.725;Canada;15/01/2007
681;15/01/2006;M5X;1;6.297.375;Canada;15/01/2007
1894;15/01/2006;L5N;1;6.822.375;Canada;15/01/2007
910;31/05/2009;L5N;1;4.304.475;Canada;31/05/2010
2234;15/01/2006;L5N;1;655.725;Canada;15/01/2007
769;15/02/2006;L5N;1;2.571.975;Canada;15/02/2007
1225;15/02/2006;L5N;1;2.361.975;Canada;15/02/2007
2050;15/03/2006;L5N;1;4.986.975;Canada;15/03/2007
2056;15/03/2006;L5N;1;3.254.475;Canada;15/03/2007
2277;15/03/2006;L5N;2;503.895;Canada;15/03/2007
976;31/05/2009;L5N;1;3.149.475;Canada;31/05/2010
726;31/05/2009;L5N;1;1.206.975;Canada;31/05/2010
964;31/05/2009;L5N;1;3.201.975;Canada;31/05/2010
2359;06/06/2009;L5N;1;4.304.475;Canada;06/06/2010
1188;07/06/2009;L5N;1;4.619.475;Canada;07/06/2010
767;15/02/2006;L5N;2;209.895;Canada;15/02/2007
1185;15/02/2006;L5N;1;4.199.475;Canada;15/02/2007
2373;15/03/2006;L5N;1;5.511.975;Canada;15/03/2007
1949;15/01/2006;K1R;1;2.965.725;Canada;15/01/2007
1948;15/01/2006;K1R;1;2.965.725;Canada;15/01/2007
491;15/03/2006;K1R;1;815.325;Canada;15/03/2007
1450;15/01/2006;K1R;1;118.02;Canada;15/01/2007
964;31/05/2009;K1R;1;3.306.975;Canada;31/05/2010
491;15/01/2006;K1R;1;815.325;Canada;15/01/2007
2235;15/01/2006;L4Y;1;655.725;Canada;15/01/2007
606;15/01/2006;M5L;1;3.147.375;Canada;15/01/2007
1927;31/05/2009;M5L;1;996.975;Canada;31/05/2010
2005;03/06/2009;M5L;1;3.070.725;Canada;03/06/2010
1974;31/05/2009;M5L;1;576.975;Canada;31/05/2010
1926;31/05/2009;M5L;1;996.975;Canada;31/05/2010
396;15/01/2006;M5L;2;1.714.125;Canada;15/01/2007
574;31/05/2009;M4E;1;8.691.375;Canada;31/05/2010
609;31/05/2009;M4E;1;8.292.375;Canada;31/05/2010
2056;05/06/2009;M4E;1;3.306.975;Canada;05/06/2010
604;15/03/2006;M4E;2;923.475;Canada;15/03/2007
990;15/03/2006;M4E;1;5.039.475;Canada;15/03/2007
2056;15/02/2006;M4E;1;3.254.475;Canada;15/02/2007
901;15/03/2006;M4E;1;4.094.475;Canada;15/03/2007
2374;31/05/2009;M4N;1;6.614.475;Canada;31/05/2010
2054;31/05/2009;M4N;2;1.091.895;Canada;31/05/2010
1173;15/01/2006;L5G;1;5.249.475;Canada;15/01/2007
962;15/02/2006;L5G;1;5.249.475;Canada;15/02/2007
609;15/02/2006;L5G;1;7.788.375;Canada;15/02/2007
1203;05/06/2009;R2Y;1;3.201.975;Canada;05/06/2010
2277;15/02/2006;M6S;1;2.519.475;Canada;15/02/2007
1449;15/01/2006;M6S;1;118.02;Canada;15/01/2007
2279;15/02/2006;R3E;1;1.653.225;Canada;15/02/2007
1330;15/02/2006;R3E;1;92.82;Canada;15/02/2007
681;15/03/2006;R3E;1;6.297.375;Canada;15/03/2007
768;15/03/2006;R3E;1;1.049.475;Canada;15/03/2007
753;15/02/2006;R3E;1;2.440.725;Canada;15/02/2007
475;15/03/2006;R3E;1;970.2;Canada;15/03/2007
599;15/03/2006;R3E;1;7.536.375;Canada;15/03/2007
1003;15/02/2006;K1A;1;865.725;Canada;15/02/2007
400;15/02/2006;K1A;1;6.838.125;Canada;15/02/2007
2045;15/02/2006;K1P;1;4.094.475;Canada;15/02/2007
2255;15/03/2006;K1P;1;576.975;Canada;15/03/2007
2284;15/02/2006;K1Y;1;2.939.475;Canada;15/02/2007
491;15/01/2006;K1Y;1;815.325;Canada;15/01/2007
2277;15/02/2006;K1Y;1;2.519.475;Canada;15/02/2007
2388;15/02/2006;K1K;1;3.096.975;Canada;15/02/2007
559;15/02/2006;K1K;1;5.856.375;Canada;15/02/2007
2407;15/02/2006;R3B;1;734.475;Canada;15/02/2007
1975;15/03/2006;R3B;1;524.475;Canada;15/03/2007
683;15/01/2006;R3B;1;788.025;Canada;15/01/2007
990;15/02/2006;M4R;1;4.829.475;Canada;15/02/2007
910;31/05/2009;M4R;1;4.304.475;Canada;31/05/2010
580;15/02/2006;M4M;1;7.347.375;Canada;15/02/2007
1957;15/03/2006;R3M;1;1.537.725;Canada;15/03/2007
981;15/03/2006;R3M;1;1.679.475;Canada;15/03/2007
992;31/05/2009;R3M;1;2.781.975;Canada;31/05/2010
797;15/01/2006;R3M;1;3.018.225;Canada;15/01/2007
488;15/03/2006;M4S;1;970.2;Canada;15/03/2007
964;31/05/2009;M4S;1;3.306.975;Canada;31/05/2010
989;15/03/2006;L4V;1;4.514.475;Canada;15/03/2007
1166;15/03/2006;L5T;1;5.354.475;Canada;15/03/2007
599;15/01/2006;L5T;1;7.536.375;Canada;15/01/2007
580;15/03/2006;L5T;1;7.347.375;Canada;15/03/2007
1173;15/02/2006;R2V;1;5.249.475;Canada;15/02/2007
2388;05/06/2009;R2W;1;3.096.975;Canada;05/06/2010
901;15/03/2006;R2W;1;4.094.475;Canada;15/03/2007
2047;15/02/2006;R3C;1;3.779.475;Canada;15/02/2007
768;15/01/2006;M5A;1;1.049.475;Canada;15/01/2007
1046;15/01/2006;L5J;1;996.975;Canada;15/01/2007
1110;15/01/2006;R3R;1;2.099.475;Canada;15/01/2007
964;31/05/2009;R3L;1;3.359.475;Canada;31/05/2010
1003;15/02/2006;K1H;3;2.597.175;Canada;15/02/2007
1065;15/02/2006;K2P;1;2.965.725;Canada;15/02/2007
400;05/06/2009;L5H;1;7.347.375;Canada;05/06/2010
1425;06/06/2009;M4P;1;304.395;Canada;06/06/2010
1426;06/06/2009;M4P;1;304.395;Canada;06/06/2010
645;15/03/2006;H1G;1;746.55;Canada;15/03/2007
739;15/03/2006;H2Z;1;1.705.725;Canada;15/03/2007
921;15/03/2006;K1H;1;5.249.475;Canada;15/03/2007
921;15/03/2006;M7Y;1;5.249.475;Canada;15/03/2007
922;15/03/2006;K1A;1;4.724.475;Canada;15/03/2007
964;15/03/2006;R3V;1;3.569.475;Canada;15/03/2007
992;15/03/2006;M4Y;1;2.886.975;Canada;15/03/2007
1014;15/03/2006;M5X;1;865.725;Canada;15/03/2007
1045;15/03/2006;L5N;1;2.073.225;Canada;15/03/2007
1053;15/03/2006;R3N;1;2.519.475;Canada;15/03/2007
1109;15/03/2006;R3V;1;2.099.475;Canada;15/03/2007
1112;15/03/2006;R3H;1;1.164.975;Canada;15/03/2007
1188;15/03/2006;M7Y;1;4.724.475;Canada;15/03/2007
1948;15/03/2006;M4E;1;2.965.725;Canada;15/03/2007
645;15/01/2006;T6T;2;1493.1;Canada;15/01/2007
725;15/01/2006;V6Z;2;230.895;Canada;15/01/2007
727;15/01/2006;T3C;1;629.475;Canada;15/01/2007
757;15/01/2006;V6M;1;839.475;Canada;15/01/2007
757;15/01/2006;V6Z;1;839.475;Canada;15/01/2007
758;15/01/2006;V7Y;1;839.475;Canada;15/01/2007
767;15/01/2006;R2G;1;1.049.475;Canada;15/01/2007
768;15/01/2006;T5V;1;1.049.475;Canada;15/01/2007
768;15/01/2006;T6V;1;1.049.475;Canada;15/01/2007
838;15/01/2006;T6E;1;9.291.975;Canada;15/01/2007
1112;15/01/2006;V5W;1;1.164.975;Canada;15/01/2007
2045;15/01/2006;T2P;1;4.094.475;Canada;15/01/2007
2056;15/01/2006;V7Y;1;3.254.475;Canada;15/01/2007
2254;15/01/2006;V5Y;1;576.975;Canada;15/01/2007
2254;15/01/2006;V6E;1;576.975;Canada;15/01/2007
2282;15/01/2006;V5Z;1;3.044.475;Canada;15/01/2007
491;15/01/2006;V5W;1;815.325;Canada;15/01/2007
491;15/01/2006;V5Z;1;815.325;Canada;15/01/2007
573;15/01/2006;V7P;1;2.806.125;Canada;15/01/2007
1111;31/05/2009;V6T;1;1.206.975;Canada;31/05/2010
2070;31/05/2009;T5E;1;5.249.475;Canada;31/05/2010
2081;31/05/2009;T5H;1;2.256.975;Canada;31/05/2010
606;31/05/2009;V5M;1;3.231.375;Canada;31/05/2010
676;31/05/2009;T6E;1;837.375;Canada;31/05/2010
725;31/05/2009;T2C;1;1.206.975;Canada;31/05/2010
837;31/05/2009;T2J;1;8.136.975;Canada;31/05/2010
1062;31/05/2009;T6J;1;1.495.725;Canada;31/05/2010
2252;31/05/2009;T6R;2;272.895;Canada;31/05/2010
2359;31/05/2009;T6V;1;4.304.475;Canada;31/05/2010
596;31/05/2009;R2G;1;7.919.625;Canada;31/05/2010
915;31/05/2009;T5K;1;5.564.475;Canada;31/05/2010
2005;31/05/2009;V6J;1;3.070.725;Canada;31/05/2010
2380;31/05/2009;T6J;1;2.939.475;Canada;31/05/2010
609;15/01/2006;T2Y;1;7.788.375;Canada;15/01/2007
683;15/01/2006;V6C;1;788.025;Canada;15/01/2007
714;15/01/2006;V6T;1;1.600.725;Canada;15/01/2007
725;15/01/2006;T5V;1;1.154.475;Canada;15/01/2007
767;15/01/2006;T5K;1;1.049.475;Canada;15/01/2007
768;15/01/2006;V6Z;1;1.049.475;Canada;15/01/2007
770;15/01/2006;V6H;1;2.571.975;Canada;15/01/2007
1065;15/01/2006;T2T;1;2.965.725;Canada;15/01/2007
2235;15/01/2006;T5K;1;655.725;Canada;15/01/2007
2255;15/01/2006;V6M;1;576.975;Canada;15/01/2007
396;15/01/2006;T6T;1;8.570.625;Canada;15/01/2007
396;15/01/2006;V6T;1;8.570.625;Canada;15/01/2007
604;15/01/2006;V6H;1;4.617.375;Canada;15/01/2007
676;15/01/2006;T6E;1;8.019.375;Canada;15/01/2007
683;15/02/2006;R2N;1;788.025;Canada;15/02/2007
726;15/02/2006;V5Z;1;1.154.475;Canada;15/02/2007
740;15/02/2006;V6T;1;1.705.725;Canada;15/02/2007
768;15/02/2006;V6M;1;1.049.475;Canada;15/02/2007
990;15/02/2006;T2Z;1;4.566.975;Canada;15/02/2007
1985;05/06/2009;T6T;1;1.600.725;Canada;05/06/2010
2045;05/06/2009;T2X;1;4.199.475;Canada;05/06/2010
2255;05/06/2009;V6G;1;603.225;Canada;05/06/2010
596;05/06/2009;V5V;1;7.767.375;Canada;05/06/2010
2254;05/06/2009;V6G;1;603.225;Canada;05/06/2010
573;06/06/2009;R2G;1;2.989.875;Canada;06/06/2010
676;06/06/2009;T6T;1;852.6;Canada;06/06/2010
740;06/06/2009;T2Z;1;1.731.975;Canada;06/06/2010
596;06/06/2009;T6E;1;7.767.375;Canada;06/06/2010
739;06/06/2009;T2Z;1;1.731.975;Canada;06/06/2010
2332;06/06/2009;V6R;1;3.674.475;Canada;06/06/2010
467;07/06/2009;V6G;1;9.006.375;Canada;07/06/2010
574;07/06/2009;T3B;1;8.691.375;Canada;07/06/2010
990;07/06/2009;T6E;1;4.304.475;Canada;07/06/2010
1225;15/02/2006;T6G;1;2.361.975;Canada;15/02/2007
2050;15/02/2006;T2J;1;4.986.975;Canada;15/02/2007
2255;15/02/2006;T5K;1;576.975;Canada;15/02/2007
2331;15/02/2006;V6C;1;5.354.475;Canada;15/02/2007
120;15/02/2006;T6R;1;829.5;Canada;15/02/2007
499;15/02/2006;T5W;1;8.281.875;Canada;15/02/2007
580;15/02/2006;V5N;1;7.347.375;Canada;15/02/2007
604;15/02/2006;V6H;1;4.617.375;Canada;15/02/2007
609;15/02/2006;T6E;1;7.788.375;Canada;15/02/2007
725;15/02/2006;V5N;1;1.154.475;Canada;15/02/2007
754;15/02/2006;V7N;1;2.440.725;Canada;15/02/2007
757;15/02/2006;T6E;1;839.475;Canada;15/02/2007
770;15/02/2006;T6J;1;2.571.975;Canada;15/02/2007
940;15/02/2006;T2C;1;6.876.975;Canada;15/02/2007
979;15/02/2006;V5W;1;4.094.475;Canada;15/02/2007
992;15/02/2006;V6G;1;2.781.975;Canada;15/02/2007
1008;15/02/2006;V5Z;1;2.361.975;Canada;15/02/2007
1066;15/02/2006;T1Y;1;2.965.725;Canada;15/02/2007
1122;15/02/2006;T3G;1;1.574.475;Canada;15/02/2007
1185;15/02/2006;T5K;2;839.895;Canada;15/02/2007
1185;15/02/2006;T6G;1;4.199.475;Canada;15/02/2007
1188;15/02/2006;T5K;1;4.724.475;Canada;15/02/2007
1188;15/02/2006;V7R;1;4.724.475;Canada;15/02/2007
1426;15/02/2006;V5Z;1;286.02;Canada;15/02/2007
1974;15/02/2006;T6T;1;524.475;Canada;15/02/2007
2045;15/02/2006;V6L;1;4.094.475;Canada;15/02/2007
2050;15/02/2006;T6K;1;4.986.975;Canada;15/02/2007
2056;15/02/2006;T6G;1;3.254.475;Canada;15/02/2007
2373;15/02/2006;T6J;1;5.511.975;Canada;15/02/2007
2374;15/02/2006;V7M;1;6.299.475;Canada;15/02/2007
2388;15/02/2006;T3G;1;3.096.975;Canada;15/02/2007
1734;08/03/2006;T1Y;1;4.498.725;Canada;08/03/2007
1735;08/03/2006;T1Y;1;4.498.725;Canada;08/03/2007
396;15/03/2006;V6C;1;8.570.625;Canada;15/03/2007
550;15/03/2006;V6H;1;4.039.875;Canada;15/03/2007
596;15/03/2006;V6T;1;746.55;Canada;15/03/2007
604;15/03/2006;T6E;1;4.617.375;Canada;15/03/2007
606;15/03/2006;T2A;1;3.147.375;Canada;15/03/2007
631;15/03/2006;V5W;1;3.462.375;Canada;15/03/2007
663;15/03/2006;T2J;1;765.45;Canada;15/03/2007
1143;12/06/2009;V6Z;1;5.511.975;Canada;12/06/2010
93;15/03/2006;V6A;1;992.25;Canada;15/03/2007
396;15/03/2006;V7M;1;8.570.625;Canada;15/03/2007
475;15/03/2006;V5N;1;970.2;Canada;15/03/2007
488;15/03/2006;T6J;1;970.2;Canada;15/03/2007
491;15/03/2006;V6C;2;1630.65;Canada;15/03/2007
676;15/03/2006;T6B;1;8.019.375;Canada;15/03/2007
681;15/03/2006;T6E;1;6.297.375;Canada;15/03/2007
725;15/03/2006;T6H;1;1.154.475;Canada;15/03/2007
739;15/03/2006;V5N;1;1.705.725;Canada;15/03/2007
767;15/03/2006;T2X;1;1.049.475;Canada;15/03/2007
901;15/03/2006;V6R;1;4.094.475;Canada;15/03/2007
964;15/03/2006;V5Z;1;3.464.475;Canada;15/03/2007
1008;15/03/2006;V6Z;1;2.361.975;Canada;15/03/2007
1081;15/03/2006;T3G;1;2.256.975;Canada;15/03/2007
1105;15/03/2006;T5V;1;2.466.975;Canada;15/03/2007
1109;15/03/2006;T2J;1;2.099.475;Canada;15/03/2007
1166;15/03/2006;T2C;1;5.354.475;Canada;15/03/2007
1166;15/03/2006;T5J;1;5.354.475;Canada;15/03/2007
1168;15/03/2006;V6Z;1;3.674.475;Canada;15/03/2007
1173;15/03/2006;T2J;1;5.249.475;Canada;15/03/2007
2235;15/01/2006;R3N;1;655.725;Canada;15/01/2007
2235;15/01/2006;M5X;1;655.725;Canada;15/01/2007
522;15/01/2006;M5L;1;624.75;Canada;15/01/2007
726;15/01/2006;K1R;1;1.154.475;Canada;15/01/2007
728;15/01/2006;K1Y;2;125.895;Canada;15/01/2007
767;15/01/2006;R3G;1;1.049.475;Canada;15/01/2007
1449;15/01/2006;K1R;1;118.02;Canada;15/01/2007
1450;15/01/2006;M6S;1;118.02;Canada;15/01/2007
1894;15/01/2006;K2P;1;6.822.375;Canada;15/01/2007
1960;15/01/2006;R3S;1;970.725;Canada;15/01/2007
2234;15/01/2006;L4Y;1;655.725;Canada;15/01/2007
2234;15/01/2006;H1B;2;131.145;Canada;15/01/2007
2235;15/01/2006;L5P;2;131.145;Canada;15/01/2007
2255;15/01/2006;R3N;1;576.975;Canada;15/01/2007
2279;15/01/2006;R3V;1;1.653.225;Canada;15/01/2007
2388;15/01/2006;H1G;1;3.096.975;Canada;15/01/2007
396;15/02/2006;M4V;2;1.714.125;Canada;15/02/2007
491;15/02/2006;M4E;1;815.325;Canada;15/02/2007
609;15/02/2006;M4Y;1;7.788.375;Canada;15/02/2007
631;15/02/2006;R3B;1;3.462.375;Canada;15/02/2007
676;15/02/2006;R3G;1;8.019.375;Canada;15/02/2007
683;15/02/2006;R3H;1;788.025;Canada;15/02/2007
683;15/02/2006;K1R;1;788.025;Canada;15/02/2007
725;15/02/2006;M7Y;1;1.154.475;Canada;15/02/2007
747;15/02/2006;L5N;1;2.913.225;Canada;15/02/2007
767;15/02/2006;R3H;1;1.049.475;Canada;15/02/2007
770;15/02/2006;L5N;1;2.571.975;Canada;15/02/2007
853;15/02/2006;M4Y;1;4.566.975;Canada;15/02/2007
901;15/02/2006;R3B;1;4.094.475;Canada;15/02/2007
910;15/02/2006;R2Y;1;4.146.975;Canada;15/02/2007
1014;15/02/2006;R3C;1;865.725;Canada;15/02/2007
1111;15/02/2006;R3T;1;1.164.975;Canada;15/02/2007
1133;15/02/2006;R3M;1;6.299.475;Canada;15/02/2007
1166;15/02/2006;R3W;1;5.354.475;Canada;15/02/2007
1173;15/02/2006;R3V;1;5.249.475;Canada;15/02/2007
1230;15/02/2006;M4E;1;5.249.475;Canada;15/02/2007
1920;15/02/2006;L5N;1;2.808.225;Canada;15/02/2007
2045;15/02/2006;L5N;1;4.094.475;Canada;15/02/2007
2074;15/02/2006;M4V;1;3.280.725;Canada;15/02/2007
2081;15/02/2006;M7Y;1;2.204.475;Canada;15/02/2007
2254;15/02/2006;R3B;1;576.975;Canada;15/02/2007
2254;15/02/2006;M4V;1;576.975;Canada;15/02/2007
94;15/02/2006;R3H;1;866.25;Canada;15/02/2007
475;15/02/2006;M5L;1;970.2;Canada;15/02/2007
550;15/02/2006;R3W;1;4.039.875;Canada;15/02/2007
604;15/02/2006;R3G;2;923.475;Canada;15/02/2007
1094;10/04/2010;R3V;1;576.975;Canada;10/04/2011
786;10/04/2010;H1G;1;576.975;Canada;10/04/2011
551;10/04/2010;L5N;1;9.221.625;Canada;10/04/2011
1093;10/04/2010;R3V;1;576.975;Canada;10/04/2011
761;10/04/2010;R3H;1;1.731.975;Canada;10/04/2011
785;10/04/2010;H1G;1;576.975;Canada;10/04/2011
785;31/05/2009;H1B;1;681.975;Canada;31/05/2010
786;31/05/2009;L5T;1;681.975;Canada;31/05/2010
964;31/05/2009;M6H;1;3.359.475;Canada;31/05/2010
1143;31/05/2009;M4S;1;5.511.975;Canada;31/05/2010
962;15/03/2006;M4Y;1;5.249.475;Canada;15/03/2007
989;15/03/2006;M5X;1;4.514.475;Canada;15/03/2007
1003;15/03/2006;K1G;2;173.145;Canada;15/03/2007
1082;15/03/2006;R3V;1;2.256.975;Canada;15/03/2007
1949;15/03/2006;M4E;1;2.965.725;Canada;15/03/2007
2331;11/04/2010;M7Y;1;5.406.975;Canada;11/04/2011
2055;11/04/2010;M5R;1;5.695.725;Canada;11/04/2011
2332;11/04/2010;M5X;1;4.199.475;Canada;11/04/2011
914;11/04/2010;R3N;1;5.774.475;Canada;11/04/2011
681;12/04/2010;M4E;1;7.158.375;Canada;12/04/2011
767;12/04/2010;R3H;1;944.475;Canada;12/04/2011
785;12/04/2010;R3H;1;576.975;Canada;12/04/2011
976;12/04/2010;H1B;1;3.254.475;Canada;12/04/2011
786;12/04/2010;R3H;1;576.975;Canada;12/04/2011
964;12/04/2010;R3B;1;3.306.975;Canada;12/04/2011
768;12/04/2010;R3H;1;944.475;Canada;12/04/2011
609;14/04/2010;M7Y;1;8.502.375;Canada;14/04/2011
2016;15/03/2006;L5N;1;2.991.975;Canada;15/03/2007
